,location,total_sqft,bath,price,bhk
5047,Marathahalli,1469.0,3.0,89.0,3
5052,Marathahalli,2519.0,5.0,185.0,4
5054,Marathahalli,957.0,2.0,46.9,2
5055,Marathahalli,1583.0,3.0,105.0,3
5056,Marathahalli,2524.0,5.0,190.0,4
5060,Marathahalli,1071.0,2.0,52.25,2
5061,Marathahalli,1215.0,2.0,58.86,2
5062,Marathahalli,1102.0,2.0,53.67,2
5063,Marathahalli,1900.0,3.0,123.0,3
5064,Marathahalli,1045.0,2.0,60.0,2
5066,Marathahalli,1215.0,2.0,58.86,2
5067,Marathahalli,1365.0,2.0,73.0,2
5072,Marathahalli,1208.0,2.0,70.0,2
5073,Marathahalli,1325.0,1.0,92.0,2
5074,Marathahalli,1525.0,3.0,90.0,3
5075,Marathahalli,1937.0,3.0,140.0,3
5076,Marathahalli,1550.0,3.0,83.0,3
5077,Marathahalli,1350.0,2.0,86.0,2
5078,Marathahalli,957.0,2.0,47.0,2
5080,Marathahalli,1230.0,2.0,57.0,2
5081,Marathahalli,1200.0,2.0,58.0,2
5083,Marathahalli,607.0,1.0,35.0,1
5084,Marathahalli,1583.0,3.0,109.0,3
5085,Marathahalli,1075.0,2.0,52.43,2
5086,Marathahalli,1360.0,2.0,103.0,2
5087,Marathahalli,1220.0,2.0,58.5,2
5088,Marathahalli,950.0,2.0,45.68,2
5089,Marathahalli,615.0,1.0,44.0,1
5090,Marathahalli,1595.0,3.0,90.0,3
5091,Marathahalli,1350.0,2.0,89.0,2
5092,Marathahalli,1020.0,2.0,57.0,2
5093,Marathahalli,1600.0,3.0,88.0,2
5094,Marathahalli,780.0,1.0,55.0,1
5095,Marathahalli,1710.0,3.0,100.0,3
5097,Marathahalli,1358.0,2.0,81.0,2
5098,Marathahalli,1205.0,2.0,75.0,2
5099,Marathahalli,1730.0,3.0,110.0,3
5100,Marathahalli,1583.0,3.0,115.0,3
5101,Marathahalli,1200.0,2.0,67.0,2
5102,Marathahalli,1095.0,2.0,60.0,2
5103,Marathahalli,1060.0,2.0,48.0,2
5104,Marathahalli,1050.0,2.0,65.0,2
5105,Marathahalli,1102.0,2.0,53.67,2
5106,Marathahalli,1026.0,2.0,49.95,2
5109,Marathahalli,1220.0,2.0,59.0,2
5110,Marathahalli,881.0,2.0,48.06,2
5112,Marathahalli,1710.0,3.0,100.0,3
5113,Marathahalli,1680.0,3.0,105.0,3
5114,Marathahalli,1910.0,3.0,119.0,3
5115,Marathahalli,1602.0,2.0,104.0,2
5116,Marathahalli,700.0,1.0,38.0,1
5117,Marathahalli,1469.0,3.0,89.0,3
5119,Marathahalli,1690.0,3.0,116.0,3
5120,Marathahalli,1065.0,2.0,55.0,2
5121,Marathahalli,1693.0,3.0,125.0,3
5122,Marathahalli,1693.0,3.0,125.0,3
5123,Marathahalli,1196.0,2.0,57.9,2
5124,Marathahalli,1595.0,3.0,88.0,3
5125,Marathahalli,2122.0,3.0,125.0,3
5126,Marathahalli,1730.0,3.0,115.0,3
5129,Marathahalli,1125.0,2.0,55.0,2
5130,Marathahalli,1950.0,3.0,115.0,3
5131,Marathahalli,1250.0,2.0,68.0,2
5132,Marathahalli,1125.0,2.0,56.8,2
5133,Marathahalli,1350.0,2.0,90.0,2
5134,Marathahalli,1200.0,2.0,53.0,2
5135,Marathahalli,2500.0,5.0,175.0,4
5136,Marathahalli,957.0,2.0,47.0,2
5139,Marathahalli,1350.0,2.0,60.0,2
5140,Marathahalli,3400.0,4.0,235.0,4
5141,Marathahalli,1350.0,2.0,99.0,2
5143,Marathahalli,1285.0,2.0,55.0,2
5144,Marathahalli,2500.0,5.0,181.0,4
5145,Marathahalli,3800.0,4.0,235.0,4
5146,Marathahalli,3951.0,4.0,230.0,4
5147,Marathahalli,1125.0,2.0,54.8,2
5148,Marathahalli,1700.0,3.0,126.0,3
5150,Marathahalli,1270.0,2.0,73.0,2
5152,Marathahalli,950.0,2.0,46.7,2
5153,Marathahalli,1550.0,3.0,85.0,3
5154,Marathahalli,1019.0,2.0,49.86,2
5155,Marathahalli,1144.0,2.0,65.0,2
5156,Marathahalli,1240.0,2.0,55.0,2
5157,Marathahalli,1100.0,2.0,75.0,1
5158,Marathahalli,1156.0,2.0,52.0,2
5159,Marathahalli,2524.0,5.0,180.0,4
5160,Marathahalli,1135.0,2.0,60.0,2
5161,Marathahalli,1839.0,3.0,130.0,3
5162,Marathahalli,1170.0,2.0,85.0,2
5163,Marathahalli,1102.0,2.0,53.67,2
5164,Marathahalli,1108.0,2.0,60.0,3
5165,Marathahalli,1449.0,3.0,110.0,3
5166,Marathahalli,1360.0,2.0,101.0,2
5167,Marathahalli,1026.0,2.0,50.18,2
5170,Marathahalli,1270.0,2.0,80.0,2
5171,Marathahalli,1100.0,2.0,50.0,2
5172,Marathahalli,1196.0,2.0,57.95,2
5174,Marathahalli,1485.0,2.0,90.0,3
5175,Marathahalli,1146.0,2.0,69.0,2
5176,Margondanahalli,1090.0,2.0,58.0,2
5177,Margondanahalli,1200.0,2.0,58.5,2
5178,Margondanahalli,1200.0,2.0,67.0,2
5180,Margondanahalli,1000.0,2.0,57.0,2
5182,Margondanahalli,600.0,2.0,35.0,2
5183,Margondanahalli,1200.0,2.0,69.0,2
5184,Margondanahalli,900.0,2.0,49.0,2
5185,Margondanahalli,1140.0,2.0,60.0,2
5186,Margondanahalli,1100.0,2.0,55.0,2
5187,Margondanahalli,1152.0,1.0,66.0,2
5189,Margondanahalli,1200.0,2.0,65.0,2
5190,Margondanahalli,1050.0,2.0,58.0,2
5191,Margondanahalli,1160.0,2.0,65.0,2
5192,Margondanahalli,1334.0,2.0,67.76,2
5193,Marsur,1800.0,4.0,145.0,4
5194,Marsur,1200.0,3.0,90.0,3
5195,Marsur,1200.0,3.0,120.0,3
5196,Mico Layout,5000.0,9.0,210.0,9
5197,Mico Layout,1550.0,2.0,65.0,3
5198,Mico Layout,1125.0,2.0,40.0,2
5199,Mico Layout,1190.0,2.0,39.25,2
5200,Mico Layout,800.0,1.0,29.5,1
5201,Mico Layout,1250.0,2.0,44.0,3
5202,Mico Layout,1171.0,2.0,39.0,2
5203,Mico Layout,1200.0,2.0,53.5,2
5204,Mico Layout,1670.0,3.0,59.0,3
5205,Mico Layout,1140.0,2.0,43.0,2
5206,Munnekollal,1170.0,2.0,52.0,2
5207,Munnekollal,1102.0,2.0,53.67,2
5208,Munnekollal,1390.0,3.0,68.0,3
5209,Munnekollal,1200.0,2.0,49.5,2
5210,Munnekollal,950.0,2.0,46.5,2
5211,Munnekollal,1560.0,3.0,75.0,3
5212,Munnekollal,1750.0,3.0,86.5,3
5213,Munnekollal,1385.0,2.0,66.5,3
5214,Munnekollal,1080.0,2.0,45.0,2
5215,Munnekollal,1170.0,2.0,59.0,2
5217,Munnekollal,1200.0,2.0,57.9,3
5218,Munnekollal,1030.0,2.0,50.36,2
5219,Murugeshpalya,1296.0,2.0,81.0,2
5220,Murugeshpalya,1550.0,3.0,74.0,3
5221,Murugeshpalya,1845.0,3.0,91.0,3
5222,Murugeshpalya,1185.0,2.0,85.0,2
5223,Murugeshpalya,1225.0,2.0,48.0,2
5224,Murugeshpalya,1930.0,3.0,75.0,3
5225,Murugeshpalya,1600.0,2.0,65.0,3
5226,Murugeshpalya,1344.0,2.0,56.0,3
5227,Murugeshpalya,1500.0,2.0,70.0,3
5228,Murugeshpalya,1855.0,3.0,96.0,3
5229,Murugeshpalya,1175.0,2.0,75.0,2
5230,Mysore Road,1175.0,2.0,73.5,2
5231,Mysore Road,1710.0,4.0,91.31,3
5232,Mysore Road,1020.0,2.0,48.95,2
5233,Mysore Road,1175.0,2.0,73.5,2
5234,Mysore Road,1070.0,2.0,45.0,2
5235,Mysore Road,1239.0,2.0,53.0,2
5236,Mysore Road,1060.0,2.0,62.0,2
5237,Mysore Road,980.0,2.0,45.47,2
5238,Mysore Road,883.0,2.0,40.0,2
5239,Mysore Road,1525.0,3.0,96.0,3
5240,Mysore Road,1200.0,2.0,65.0,2
5244,Mysore Road,883.0,2.0,40.95,2
5245,Mysore Road,1070.0,2.0,49.65,2
5247,Mysore Road,883.0,2.0,50.0,2
5248,Mysore Road,1155.0,2.0,51.0,2
5249,Mysore Road,1003.0,2.0,43.0,2
5250,Mysore Road,1237.0,2.0,73.0,2
5251,Mysore Road,883.0,2.0,45.0,2
5252,Mysore Road,1170.0,2.0,65.0,2
5253,Mysore Road,1029.5,2.0,50.855,2
5254,Mysore Road,940.0,2.0,43.61,2
5256,Mysore Road,1020.0,2.0,48.95,2
5257,Mysore Road,1568.0,2.0,100.0,3
5259,Mysore Road,1560.0,2.0,83.3,3
5260,Mysore Road,1175.0,2.0,70.5,2
5261,Mysore Road,1080.0,2.0,60.0,3
5263,Mysore Road,883.0,2.0,37.0,2
5265,NGR Layout,1020.0,2.0,45.9,2
5266,NGR Layout,1105.0,2.0,49.73,2
5267,NGR Layout,1022.0,2.0,45.9,2
5268,NGR Layout,1020.0,2.0,45.0,2
5269,NGR Layout,1019.0,2.0,45.9,2
5270,NGR Layout,1020.0,2.0,46.0,2
5271,NGR Layout,1021.0,2.0,46.0,2
5272,NGR Layout,1021.0,2.0,45.9,2
5273,NRI Layout,1565.0,2.0,75.0,3
5274,NRI Layout,2500.0,5.0,130.0,5
5275,NRI Layout,1125.0,2.0,45.56,2
5276,NRI Layout,2150.0,4.0,115.0,4
5277,NRI Layout,1250.0,2.0,75.0,2
5278,NRI Layout,1789.0,3.0,75.0,3
5279,NRI Layout,1731.0,3.0,64.11,3
5280,NRI Layout,2400.0,2.0,125.0,2
5281,Nagadevanahalli,1080.0,2.0,39.0,2
5282,Nagadevanahalli,1090.0,2.0,36.0,2
5283,Nagadevanahalli,1250.0,2.0,65.0,3
5284,Nagadevanahalli,2400.0,2.0,135.0,2
5285,Nagadevanahalli,1240.0,2.0,65.0,3
5286,Nagadevanahalli,1240.0,2.0,65.0,3
5287,Naganathapura,1001.0,2.0,33.03,2
5288,Naganathapura,1103.0,2.0,55.0,2
5289,Naganathapura,1143.0,2.0,62.0,2
5290,Naganathapura,2260.0,3.0,80.0,2
5291,Naganathapura,600.0,1.0,33.0,1
5292,Naganathapura,1451.0,3.0,68.0,3
5293,Naganathapura,1200.0,1.0,39.82,1
5294,Nagappa Reddy Layout,1209.0,2.0,50.0,2
5295,Nagappa Reddy Layout,1100.0,2.0,43.5,2
5296,Nagappa Reddy Layout,1495.0,2.0,65.0,3
5297,Nagappa Reddy Layout,1820.0,3.0,79.5,3
5298,Nagappa Reddy Layout,1350.0,3.0,60.0,3
5299,Nagappa Reddy Layout,1495.0,2.0,70.0,3
5301,Nagarbhavi,1350.0,3.0,150.0,3
5302,Nagarbhavi,1200.0,2.0,150.0,2
5304,Nagarbhavi,2400.0,3.0,160.0,3
5305,Nagarbhavi,884.0,2.0,36.0,1
5306,Nagarbhavi,1055.0,2.0,55.0,2
5308,Nagarbhavi,1223.0,2.0,60.0,2
5309,Nagarbhavi,956.0,2.0,49.0,2
5311,Nagarbhavi,1200.0,2.0,150.0,2
5314,Nagarbhavi,1145.0,2.0,40.0,2
5315,Nagarbhavi,300.0,1.0,20.0,1
5316,Nagarbhavi,1250.0,3.0,175.0,4
5317,Nagarbhavi,710.0,2.0,40.0,1
5319,Nagarbhavi,1212.0,2.0,50.0,2
5320,Nagarbhavi,1020.0,2.0,55.0,2
5322,Nagarbhavi,1120.0,2.0,53.0,2
5324,Nagarbhavi,1146.0,2.0,50.0,2
5326,Nagarbhavi,1190.0,2.0,63.0,2
5328,Nagarbhavi,1050.0,2.0,80.0,2
5329,Nagarbhavi,2500.0,3.0,180.0,5
5331,Nagarbhavi,1250.0,3.0,170.0,2
5333,Nagarbhavi,1400.0,2.0,135.0,3
5335,Nagarbhavi,1100.0,2.0,46.2,2
5336,Nagarbhavi,1080.0,2.0,49.0,2
5337,Nagarbhavi,1800.0,3.0,180.0,4
5338,Nagarbhavi,1225.0,2.0,58.0,2
5339,Nagasandra,980.0,2.0,48.0,2
5340,Nagasandra,2400.0,4.0,145.0,4
5341,Nagasandra,7000.0,8.0,450.0,4
5342,Nagasandra,1650.0,3.0,95.0,3
5343,Nagasandra,1500.0,2.0,91.0,2
5344,Nagavara,400.0,1.0,14.0,1
5345,Nagavara,2172.65,3.0,120.0,4
5347,Nagavara,2319.0,3.0,180.0,3
5348,Nagavara,2430.0,4.0,180.0,3
5349,Nagavara,936.0,2.0,40.2,2
5350,Nagavara,1125.0,2.0,44.5,2
5351,Nagavara,1315.0,2.0,70.0,2
5352,Nagavara,1077.0,2.0,50.0,2
5353,Nagavara,2496.0,4.0,125.0,4
5354,Nagavara,1110.0,2.0,44.95,2
5355,Nagavara,1247.0,2.0,58.56,2
5356,Nagavarapalya,1392.0,2.0,99.0,2
5357,Nagavarapalya,705.0,1.0,52.5,1
5358,Nagavarapalya,1300.0,3.0,80.0,3
5359,Nagavarapalya,705.0,1.0,57.0,1
5360,Nagavarapalya,705.0,1.0,55.0,1
5361,Nagavarapalya,705.0,1.0,57.0,1
5362,Nagavarapalya,1335.0,2.0,110.0,2
5363,Nagavarapalya,1260.0,2.0,85.5,2
5364,Narayanapura,1308.0,2.0,89.04,2
5365,Narayanapura,1566.0,3.0,83.3,3
5366,Narayanapura,1485.0,3.0,85.0,3
5367,Narayanapura,1302.0,2.0,69.1,2
5368,Narayanapura,1308.0,2.0,89.04,2
5369,Narayanapura,2357.0,3.0,135.0,3
5370,Narayanapura,2357.0,3.0,135.0,3
5371,Narayanapura,1469.0,2.0,99.14,2
5372,Neeladri Nagar,1053.0,2.0,45.0,2
5373,Neeladri Nagar,1363.0,2.0,68.0,2
5374,Neeladri Nagar,2556.0,3.0,133.0,3
5375,Neeladri Nagar,674.0,1.0,21.0,1
5376,Neeladri Nagar,527.0,1.0,26.0,1
5377,Neeladri Nagar,1167.0,2.0,38.0,3
5378,Neeladri Nagar,1060.0,2.0,35.0,2
5379,Neeladri Nagar,640.0,1.0,20.5,1
5380,Neeladri Nagar,4000.0,12.0,160.0,10
5381,Neeladri Nagar,1105.0,2.0,30.0,2
5382,Neeladri Nagar,1100.0,2.0,30.0,2
5383,Neeladri Nagar,2111.0,3.0,103.0,3
5384,Nehru Nagar,1775.0,3.0,110.0,3
5385,Nehru Nagar,2363.0,5.0,120.0,4
5386,Nehru Nagar,2342.0,3.0,115.0,4
5387,Nehru Nagar,967.0,2.0,41.1,2
5388,Nehru Nagar,1374.0,3.0,72.0,3
5389,Nehru Nagar,1674.0,3.0,90.0,3
5390,Nehru Nagar,1269.0,2.0,63.0,3
5391,Nehru Nagar,1100.0,2.0,50.0,2
5392,Nehru Nagar,1674.0,3.0,81.0,3
5393,OMBR Layout,2420.0,3.0,185.0,3
5394,OMBR Layout,1078.0,2.0,65.0,2
5395,OMBR Layout,1101.0,2.0,65.5,2
5396,OMBR Layout,1041.0,2.0,65.5,2
5397,OMBR Layout,1300.0,2.0,80.0,2
5398,OMBR Layout,1085.0,2.0,64.0,2
5399,OMBR Layout,1855.0,3.0,145.0,3
5400,OMBR Layout,1050.0,2.0,48.0,2
5402,OMBR Layout,1165.0,2.0,88.5,2
5403,OMBR Layout,1101.0,2.0,66.0,2
5404,OMBR Layout,3400.0,4.0,275.0,4
5406,Old Airport Road,2732.0,4.0,204.0,4
5408,Old Airport Road,3356.0,4.0,251.0,4
5409,Old Airport Road,1206.0,2.0,75.0,2
5410,Old Airport Road,2774.0,4.0,207.0,4
5411,Old Airport Road,2690.0,4.0,191.0,4
5412,Old Airport Road,2690.0,4.0,199.0,4
5413,Old Airport Road,1655.0,2.0,97.65,2
5414,Old Airport Road,1075.0,2.0,60.0,2
5415,Old Airport Road,1858.0,2.0,167.0,3
5416,Old Airport Road,1150.0,2.0,90.0,2
5417,Old Airport Road,2690.0,4.0,191.0,4
5418,Old Airport Road,2658.0,5.0,187.0,4
5419,Old Airport Road,946.0,2.0,58.0,2
5420,Old Airport Road,2774.0,4.0,208.0,4
5421,Old Airport Road,2774.0,4.0,208.0,4
5422,Old Airport Road,3200.0,4.0,280.0,4
5423,Old Airport Road,2690.0,4.0,201.0,4
5424,Old Airport Road,1145.0,2.0,75.0,2
5425,Old Airport Road,2732.0,4.0,194.0,4
5426,Old Airport Road,2658.0,5.0,189.0,4
5427,Old Airport Road,2774.0,4.0,197.0,4
5428,Old Airport Road,3496.0,4.0,262.0,4
5429,Old Airport Road,2774.0,4.0,197.0,4
5430,Old Airport Road,2732.0,4.0,204.0,4
5431,Old Airport Road,1798.0,3.0,150.0,3
5432,Old Airport Road,2774.0,4.0,208.0,4
5433,Old Airport Road,1184.0,2.0,78.0,2
5434,Old Airport Road,3504.0,4.0,262.0,4
5435,Old Airport Road,1055.0,2.0,75.0,2
5436,Old Madras Road,1425.0,2.0,94.0,3
5437,Old Madras Road,3715.0,6.0,224.5,4
5440,Old Madras Road,935.0,2.0,45.0,2
5442,Old Madras Road,1720.0,3.0,100.0,3
5443,Old Madras Road,1200.0,2.0,72.0,2
5444,Old Madras Road,1225.0,2.0,53.55,2
5445,Old Madras Road,1100.0,2.0,70.0,2
5446,Old Madras Road,2760.0,5.0,157.0,3
5447,Old Madras Road,1171.0,2.0,75.0,2
5448,Old Madras Road,935.0,2.0,45.0,2
5449,Old Madras Road,4500.0,7.0,294.0,5
5451,Old Madras Road,1065.0,2.0,47.86,2
5452,Old Madras Road,2010.0,3.0,125.0,4
5454,Old Madras Road,1480.0,2.0,84.0,3
5455,Old Madras Road,2990.0,5.0,210.0,3
5456,Old Madras Road,1210.0,2.0,74.0,2
5457,Old Madras Road,1171.0,2.0,72.0,2
5459,Old Madras Road,1480.0,3.0,95.0,3
5461,Old Madras Road,1210.0,2.0,80.0,2
5462,Old Madras Road,1859.0,3.0,121.0,3
5463,Old Madras Road,2990.0,5.0,173.0,3
5466,Old Madras Road,2300.0,3.0,142.0,3
5468,Old Madras Road,1210.0,2.0,80.0,2
5469,Old Madras Road,1210.0,2.0,77.0,2
5470,Old Madras Road,5020.0,7.0,287.0,5
5472,Old Madras Road,1330.0,2.0,74.0,2
5473,Old Madras Road,1720.0,3.0,106.0,3
5474,Old Madras Road,2640.0,5.0,150.0,3
5475,Old Madras Road,2990.0,3.0,170.0,3
5477,Old Madras Road,1171.0,2.0,73.0,2
5478,Old Madras Road,1630.0,3.0,110.0,3
5479,Old Madras Road,1165.0,2.0,52.0,2
5480,Old Madras Road,2640.0,2.0,170.0,2
5481,Old Madras Road,1165.0,2.0,51.42,2
5482,Padmanabhanagar,1020.0,2.0,63.0,2
5483,Padmanabhanagar,1176.0,2.0,62.0,2
5484,Padmanabhanagar,1258.0,2.0,115.0,2
5486,Padmanabhanagar,1100.0,2.0,65.0,2
5487,Padmanabhanagar,3400.0,3.0,210.0,4
5491,Padmanabhanagar,4500.0,4.0,360.0,3
5492,Padmanabhanagar,1200.0,2.0,60.0,2
5494,Padmanabhanagar,1000.0,1.0,90.0,2
5495,Padmanabhanagar,1067.0,2.0,52.0,2
5499,Padmanabhanagar,1100.0,2.0,60.0,2
5500,Padmanabhanagar,2051.0,3.0,180.0,3
5501,Padmanabhanagar,2051.0,3.0,170.0,3
5502,Pai Layout,1006.0,2.0,35.0,2
5503,Pai Layout,1550.0,2.0,90.0,3
5504,Pai Layout,1050.0,2.0,40.0,2
5505,Pai Layout,1400.0,2.0,67.0,3
5506,Pai Layout,1100.0,2.0,50.0,2
5507,Pai Layout,1255.0,2.0,80.0,2
5508,Pai Layout,1075.0,2.0,35.0,2
5509,Pai Layout,1400.0,2.0,57.5,2
5510,Pai Layout,1175.0,2.0,60.0,2
5511,Pai Layout,810.0,2.0,34.5,2
5512,Pai Layout,1000.0,2.0,34.0,2
5513,Pai Layout,1000.0,2.0,42.0,2
5514,Pai Layout,3800.0,6.0,175.0,6
5515,Pai Layout,1068.0,2.0,48.0,2
5516,Pai Layout,1510.0,2.0,65.0,3
5519,Panathur,1359.0,2.0,87.0,2
5520,Panathur,1438.0,2.0,100.0,2
5521,Panathur,1688.0,3.0,118.0,3
5523,Panathur,1198.0,2.0,77.0,2
5524,Panathur,1180.0,2.0,70.0,2
5525,Panathur,1546.0,3.0,99.0,3
5527,Panathur,1000.0,2.0,65.3,2
5528,Panathur,1109.0,2.0,63.0,2
5529,Panathur,1000.0,2.0,68.0,2
5530,Panathur,1255.0,2.0,79.0,2
5531,Panathur,1205.0,2.0,62.9,2
5532,Panathur,1198.0,2.0,82.0,2
5533,Panathur,1235.0,2.0,65.0,2
5534,Panathur,1210.0,2.0,80.0,2
5535,Panathur,1210.0,2.0,77.0,2
5536,Panathur,661.0,1.0,40.0,1
5537,Panathur,1210.0,2.0,78.0,2
5539,Panathur,1050.0,2.0,60.0,2
5540,Panathur,1398.0,2.0,97.0,2
5541,Panathur,1065.0,2.0,58.0,2
5542,Panathur,1007.0,2.0,64.0,2
5543,Panathur,1210.0,2.0,77.93,2
5544,Panathur,1230.0,2.0,80.0,2
5545,Panathur,980.0,2.0,57.0,2
5546,Panathur,1075.0,2.0,60.0,2
5547,Panathur,1210.0,2.0,69.0,2
5548,Panathur,1343.0,2.0,76.0,2
5549,Parappana Agrahara,1194.0,2.0,47.0,2
5550,Parappana Agrahara,1194.0,2.0,47.0,2
5551,Parappana Agrahara,1194.0,2.0,46.0,2
5552,Parappana Agrahara,1194.0,2.0,47.0,2
5553,Parappana Agrahara,1194.0,2.0,46.0,2
5554,Parappana Agrahara,1194.0,2.0,47.0,2
5555,Parappana Agrahara,1194.0,2.0,47.0,2
5556,Parappana Agrahara,1092.0,2.0,43.0,2
5557,Parappana Agrahara,1194.0,2.0,45.0,2
5558,Parappana Agrahara,1200.0,1.0,45.0,1
5559,Parappana Agrahara,1194.0,2.0,46.0,2
5560,Parappana Agrahara,1194.0,2.0,47.0,2
5561,Parappana Agrahara,1194.0,2.0,47.0,2
5562,Parappana Agrahara,1194.0,2.0,46.0,2
5563,Parappana Agrahara,1194.0,2.0,46.0,2
5564,Pattandur Agrahara,1550.0,2.0,80.0,3
5565,Pattandur Agrahara,1025.0,2.0,44.5,2
5566,Pattandur Agrahara,1247.0,2.0,59.8,2
5567,Pattandur Agrahara,900.0,2.0,42.0,2
5568,Pattandur Agrahara,1302.0,2.0,66.0,2
5569,Pattandur Agrahara,1550.0,2.0,80.0,3
5570,Pattandur Agrahara,1247.0,2.0,62.35,2
5571,Pattandur Agrahara,1350.0,2.0,68.0,2
5572,Poorna Pragna Layout,920.0,2.0,39.55,2
5575,Poorna Pragna Layout,1160.0,2.0,46.39,2
5578,Poorna Pragna Layout,965.0,2.0,48.0,2
5583,Poorna Pragna Layout,1160.0,2.0,46.39,2
5585,Poorna Pragna Layout,1160.0,2.0,46.39,2
5588,Poorna Pragna Layout,960.0,2.0,50.0,2
5590,Prithvi Layout,2028.0,4.0,162.0,4
5591,Prithvi Layout,1352.0,2.0,87.5,2
5592,Prithvi Layout,1190.0,2.0,68.0,2
5593,Prithvi Layout,1352.0,2.0,85.0,2
5594,Prithvi Layout,1352.0,2.0,75.0,2
5595,Prithvi Layout,2273.0,4.0,220.0,3
5596,Prithvi Layout,1352.0,3.0,93.0,2
5597,Prithvi Layout,2273.0,4.0,192.0,3
5598,Prithvi Layout,1352.0,2.0,72.0,2
5601,R.T. Nagar,1200.0,2.0,120.0,2
5603,R.T. Nagar,1040.0,2.0,46.0,2
5604,R.T. Nagar,1200.0,2.0,45.0,2
5605,R.T. Nagar,1235.0,2.0,65.0,2
5606,R.T. Nagar,1140.0,3.0,130.0,3
5607,R.T. Nagar,970.0,2.0,55.0,2
5608,R.T. Nagar,1560.0,3.0,125.0,3
5609,R.T. Nagar,1200.0,2.0,60.0,2
5612,R.T. Nagar,1200.0,3.0,140.0,3
5613,R.T. Nagar,1100.0,3.0,125.0,2
5614,R.T. Nagar,1150.0,2.0,72.0,2
5615,R.T. Nagar,1500.0,4.0,185.0,4
5616,R.T. Nagar,3600.0,8.0,165.0,9
5617,R.T. Nagar,1080.0,2.0,48.0,2
5618,R.T. Nagar,1325.0,2.0,52.0,2
5620,R.T. Nagar,1300.0,3.0,145.0,3
5622,R.T. Nagar,1100.0,2.0,85.0,2
5623,R.T. Nagar,1667.0,3.0,130.0,3
5624,Rachenahalli,1050.0,2.0,52.07,2
5626,Rachenahalli,1050.0,2.0,55.5,2
5628,Rachenahalli,1050.0,2.0,53.5,2
5630,Rachenahalli,1220.0,2.0,59.5,2
5631,Rachenahalli,1050.0,2.0,52.5,2
5633,Rachenahalli,1050.0,2.0,52.1,2
5634,Rachenahalli,1050.0,2.0,53.5,2
5635,Rachenahalli,1113.0,2.0,55.0,2
5636,Rachenahalli,3657.0,5.0,220.0,4
5640,Rachenahalli,680.0,1.0,32.64,1
5641,Rachenahalli,412.5,1.0,19.8,1
5642,Rachenahalli,1050.0,2.0,52.5,2
5645,Rachenahalli,690.0,1.0,39.8,1
5646,Rachenahalli,1050.0,2.0,47.25,2
5647,Rachenahalli,1050.0,2.0,55.5,2
5648,Rachenahalli,985.0,2.0,49.97,2
5649,Rachenahalli,1050.0,2.0,52.5,2
5650,Rachenahalli,1050.0,2.0,52.08,2
5652,Rachenahalli,1050.0,2.0,52.07,2
5654,Rachenahalli,1050.0,2.0,52.08,2
5655,Rachenahalli,985.0,2.0,49.97,2
5656,Rachenahalli,1856.0,3.0,106.0,3
5657,Rachenahalli,1050.0,2.0,52.5,2
5658,Rachenahalli,985.0,2.0,50.17,2
5659,Rachenahalli,2600.0,3.0,160.0,3
5662,Rachenahalli,985.0,2.0,50.17,2
5663,Rachenahalli,1050.0,2.0,52.71,2
5666,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5667,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5668,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5669,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5670,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5671,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5672,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5673,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5674,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5675,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5676,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5677,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5678,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5679,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5680,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5681,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5683,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5684,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
5685,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5686,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
5689,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5690,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
5691,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5692,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5693,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5694,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5695,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
5697,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5698,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
5699,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
5700,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
5702,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5703,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
